1	Immediately I was in the Spirit. Behold, there was a throne set in heaven, and one sitting on the throne 4:3 that looked like a jasper stone and a sardius. There was a rainbow around the throne, like an emerald to look at. Around the throne were twenty-four thrones. On the thrones were twenty-four elders sitting, dressed in white garments, with crowns of gold on their heads. Out of the throne proceed lightnings, sounds, and thunders. There were seven lamps of fire burning before his throne, which are the seven Spirits of God. Before the throne was something like a sea of glass, similar to crystal. In the midst of the throne, and around the throne were four living creatures full of eyes before and behind. The first creature was like a lion, and the second creature like a calf, and the third creature had a face like a man, and the fourth was like a flying eagle. The four living creatures, each one of them having six wings, are full of eyes around and within. They have no rest day and night, saying, Holy, holy, holy is the Lord God, the Almighty, who was and who is and who is to come!
1	When the living creatures give glory, honor, and thanks to him who sits on the throne, to him who lives forever and ever, the twenty-four elders fall down before him who sits on the throne, and worship him who lives forever and ever, and throw their crowns before the throne, saying, Worthy are you, our Lord and God, the Holy One, to receive the glory, the honor, and the power, for you created all things, and because of your desire they existed, and were created!
1	You are worthy to take the book
0	for you were killed
1	and we will reign on earth
1	I saw, and I heard something like a voice of many angels around the throne, the living creatures, and the elders; and the number of them was ten thousands of ten thousands, and thousands of thousands; saying with a loud voice, Worthy is the Lamb who has been killed to receive the power, wealth, wisdom, strength, honor, glory, and blessing!
1	I heard every created thing which is in heaven, on the earth, under the earth, on the sea, and everything in them, saying, “To him who sits on the throne, and to the Lamb be the blessing, the honor, the glory, and the dominion, forever and ever! Amen!”
0	I saw that the Lamb opened one of the seven seals, and I heard one of the four living creatures saying, as with a voice of thunder, “Come and see!” 6:2 And behold, a white horse, and he who sat on it had a bow. A crown was given to him, and he came forth conquering, and to conquer.
0	When he opened the second seal, I heard the second living creature saying, Come! Another came forth, a red horse. To him who sat on it was given power to take peace from the earth, and that they should kill one another. There was given to him a great sword.
0	When he opened the third seal, I heard the third living creature saying, Come and see! And behold, a black horse, and he who sat on it had a balance in his hand. heard a voice in the midst of the four living creatures saying, A choenix of wheat for a denarius, and three choenix of barley for a denarius! Don’t damage the oil and the wine!
0	When he opened the fourth seal, I heard the fourth living creature saying, Come and see! And behold, a pale horse, and he who sat on it, his name was Death. Hades followed with him. Authority over one fourth of the earth, to kill with the sword, with famine, with death, and by the wild animals of the earth was given to him.
0	When he opened the fifth seal, I saw underneath the altar the souls of those who had been killed for the Word of God, and for the testimony of the Lamb which they had. 6:10 They cried with a loud voice, saying, How long, Master, the holy and true, until you judge and avenge our blood on those who dwell on the earth? A long white robe was given to each of them. They were told that they should rest yet for a while, until their fellow servants and their brothers, who would also be killed even as they were, should complete their course.
0	I saw when he opened the sixth seal, and there was a great earthquake. The sun became black as sackcloth made of hair, and the whole moon became as blood. The stars of the sky fell to the earth, like a fig tree dropping its unripe figs when it is shaken by a great wind. The sky was removed like a scroll when it is rolled up. Every mountain and island were moved out of their places. The kings of the earth, the princes, the commanding officers, the rich, the strong, and every slave and free person, hid themselves in the caves and in the rocks of the mountains. They told the mountains and the rocks, Fall on us, and hide us from the face of him who sits on the throne, and from the wrath of the Lamb, for the great day of his wrath has come; and who is able to stand?
0	When he opened the seventh seal, there was silence in heaven for about half an hour. I saw the seven angels who stand before God, and seven trumpets were given to them. Another angel came and stood over the altar, having a golden censer. Much incense was given to him, that he should add it to the prayers of all the saints on the golden altar which was before the throne. The smoke of the incense, with the prayers of the saints, went up before God out of the angel’s hand. The angel took the censer, and he filled it with the fire of the altar, and threw it on the earth. There followed thunders, sounds, lightnings, and an earthquake.
0	The seven angels who had the seven trumpets prepared themselves to sound. The first sounded, and there followed hail and fire, mixed with blood, and they were thrown to the earth. One third of the earth was burnt up, and one third of the trees were burnt up, and all green grass was burnt up.
0	The second angel sounded, and something like a great burning mountain was thrown into the sea. One third of the sea became blood, and one third of the living creatures which were in the sea died. One third of the ships were destroyed.
0	The third angel sounded, and a great star fell from the sky, burning like a torch, and it fell on one third of the rivers, and on the springs of the waters. The name of the star is called Wormwood. One third of the waters became wormwood. Many people died from the waters, because they were made bitter.
0	The fourth angel sounded, and one third of the sun was struck, and one third of the moon, and one third of the stars; so that one third of them would be darkened, and the day wouldn’t shine for one third of it, and the night in the same way. I saw, and I heard an eagle, flying in mid heaven, saying with a loud voice, Woe! Woe! Woe for those who dwell on the earth, because of the other voices of the trumpets of the three angels, who are yet to sound!
0	The fifth angel sounded, and I saw a star from the sky which had fallen to the earth. The key to the pit of the abyss was given to him. He opened the pit of the abyss, and smoke went up out of the pit, like the smoke from a burning furnace. The sun and the air were darkened because of the smoke from the pit. Then out of the smoke came forth locusts on the earth, and power was given to them, as the scorpions of the earth have power. They were told that they should not hurt the grass of the earth, neither any green thing, neither any tree, but only those people who don’t have God’s seal on their foreheads. They were given power not to kill them, but to torment them for five months. Their torment was like the torment of a scorpion, when it strikes a person. In those days people will seek death, and will in no way find it. They will desire to die, and death will flee from them. The shapes of the locusts were like horses prepared for war. On their heads were something like golden crowns, and their faces were like people’s faces. They had hair like women’s hair, and their teeth were like those of lions. They had breastplates, like breastplates of iron. The sound of their wings was like the sound of chariots, or of many horses rushing to war. They have tails like those of scorpions, and stings. In their tails they have power to harm men for five months. They have over them as king the angel of the abyss. His name in Hebrew is Abaddon, but in Greek, he has the name Apollyon. The first woe is past. Behold, there are still two woes coming after this.
1	The sixth angel sounded. I heard a voice from the horns of the golden altar which is before God, saying to the sixth angel who had one trumpet, Free the four angels who are bound at the great river Euphrates!
0	The four angels were freed who had been prepared for that hour and day and month and year, so that they might kill one third of mankind. The number of the armies of the horsemen was two hundred million. I heard the number of them. Thus I saw the horses in the vision, and those who sat on them, having breastplates of fiery red, hyacinth blue, and sulfur yellow; and the heads of lions. Out of their mouths proceed fire, smoke, and sulfur. By these three plagues were one third of mankind killed: by the fire, the smoke, and the sulfur, which proceeded out of their mouths. For the power of the horses is in their mouths, and in their tails. For their tails are like serpents, and have heads, and with them they harm. The rest of mankind, who were not killed with these plagues, didn’t repent of the works of their hands, that they wouldn’t worship demons, and the idols of gold, and of silver, and of brass, and of stone, and of wood; which can neither see, nor hear, nor walk. They didn’t repent of their murders, nor of their sorceries, nor of their sexual immorality, nor of their thefts.
1	The seventh angel sounded, and great voices in heaven followed, saying, The kingdom of the world has become the Kingdom of our Lord, and of his Christ. He will reign forever and ever!
0	God’s temple that is in heaven was opened, and the ark of the Lord’s covenant was seen in his temple. Lightnings, sounds, thunders, an earthquake, and great hail followed.
0	12:7 There was war in the sky. Michael and his angels made war on the dragon. The dragon and his angels made war. They didn’t prevail, neither was a place found for him any more in heaven.
0	When the dragon saw that he was thrown down to the earth, he persecuted the woman who gave birth to the male child. Two wings of the great eagle were given to the woman, that she might fly into the wilderness to her place, so that she might be nourished for a time, and times, and half a time, from the face of the serpent. The serpent spewed water out of his mouth after the woman like a river, that he might cause her to be carried away by the stream. 
1	The earth helped the woman, and the earth opened its mouth and swallowed up the river which the dragon spewed out of his mouth. The dragon grew angry with the woman, and went away to make war with the rest of her seed, who keep God’s commandments and hold Jesus’ testimony.
0	Another angel, a third, followed them, saying with a great voice, If anyone worships the beast and his image, and receives a mark on his forehead, or on his hand, he also will drink of the wine of the wrath of God, which is prepared unmixed in the cup of his anger. He will be tormented with fire and sulfur in the presence of the holy angels, and in the presence of the Lamb. The smoke of their torment goes up forever and ever. They have no rest day and night, those who worship the beast and his image, and whoever receives the mark of his name. Here is the patience of the saints, those who keep the commandments of God, and the faith of Jesus.
1	Great and marvelous are your works, Lord God, the Almighty!
1	Righteous and true are your ways, you King of the nations.
0	Who wouldn’t fear you, Lord,
1	and glorify your name?
1	For you only are holy.
1	For all the nations will come and worship before you.
1	For your righteous acts have been revealed.
0	After these things I looked, and the temple of the tabernacle of the testimony in heaven was opened. The seven angels who had the seven plagues came out, clothed with pure, bright linen, and wearing golden sashes around their breasts.
0	The first went, and poured out his bowl into the earth, and it became a harmful and evil sore on the people who had the mark of the beast, and who worshiped his image.
0	The second angel poured out his bowl into the sea, and it became blood as of a dead man. Every living thing in the sea died.
0	The third poured out his bowl into the rivers and springs of water, and they became blood. I heard the angel of the waters saying, You are righteous, who are and who were, you Holy One, because you have judged these things. For they poured out the blood of the saints and the prophets, and you have given them blood to drink. They deserve this. I heard the altar saying, Yes, Lord God, the Almighty, true and righteous are your judgments.
0	The fourth poured out his bowl on the sun, and it was given to him to scorch men with fire. People were scorched with great heat, and people blasphemed the name of God who has the power over these plagues. They didn’t repent and give him glory.
0	The fifth poured out his bowl on the throne of the beast, and his kingdom was darkened. They gnawed their tongues because of the pain, and they blasphemed the God of heaven because of their pains and their sores. They didn’t repent of their works.
0	The sixth poured out his bowl on the great river, the Euphrates. Its water was dried up, that the way might be prepared for the kings that come from the sunrise. I saw coming out of the mouth of the dragon, and out of the mouth of the beast, and out of the mouth of the false prophet, three unclean spirits, something like frogs; for they are spirits of demons, performing signs; which go forth to the kings of the whole inhabited earth, to gather them together for the war of that great day of God, the Almighty.
0	The seventh poured out his bowl into the air. A loud voice came forth out of the temple of heaven, from the throne, saying, “It is done!” 16:18 There were lightnings, sounds, and thunders; and there was a great earthquake, such as was not since there were men on the earth, so great an earthquake, so mighty. The great city was divided into three parts, and the cities of the nations fell. Babylon the great was remembered in the sight of God, to give to her the cup of the wine of the fierceness of his wrath. Every island fled away, and the mountains were not found. Great hailstones, about the weight of a talent, came down out of the sky on people. People blasphemed God because of the plague of the hail, for this plague is exceedingly severe.
0	One of the seven angels who had the seven bowls came and spoke with me, saying, Come here. I will show you the judgment of the great prostitute who sits on many waters, with whom the kings of the earth committed sexual immorality, and those who dwell in the earth were made drunken with the wine of her sexual immorality. He carried me away in the Spirit into a wilderness. I saw a woman sitting on a scarlet-colored animal, full of blasphemous names, having seven heads and ten horns. The woman was dressed in purple and scarlet, and decked with gold and precious stones and pearls, having in her hand a golden cup full of abominations and the impurities of the sexual immorality of the earth. And on her forehead a name was written, MYSTERY, BABYLON THE GREAT, THE MOTHER OF THE PROSTITUTES AND OF THE ABOMINATIONS OF THE EARTH. I saw the woman drunken with the blood of the saints, and with the blood of the martyrs of Jesus. When I saw her, I wondered with great amazement. The angel said to me, Why do you wonder? I will tell you the mystery of the woman, and of the beast that carries her, which has the seven heads and the ten horns. The beast that you saw was, and is not; and is about to come up out of the abyss and to go into destruction. Those who dwell on the earth and whose names have not been written in the book of life from the foundation of the world will marvel when they see that the beast was, and is not, and shall be present. Here is the mind that has wisdom. The seven heads are seven mountains, on which the woman sits. They are seven kings. Five have fallen, the one is, the other has not yet come. When he comes, he must continue a little while. The beast that was, and is not, is himself also an eighth, and is of the seven; and he goes to destruction. The ten horns that you saw are ten kings who have received no kingdom as yet, but they receive authority as kings, with the beast, for one hour. These have one mind, and they give their power and authority to the beast. 17:14 These will war against the Lamb, and the Lamb will overcome them, for he is Lord of lords, and King of kings. They also will overcome who are with him, called and chosen and faithful. 
0	He said to me, The waters which you saw, where the prostitute sits, are peoples, multitudes, nations, and languages. The ten horns which you saw, and the beast, these will hate the prostitute, and will make her desolate, and will make her naked, and will eat her flesh, and will burn her utterly with fire. For God has put in their hearts to do what he has in mind, and to be of one mind, and to give their kingdom to the beast, until the words of God should be accomplished. The woman whom you saw is the great city, which reigns over the kings of the earth.
1	After these things I heard something like a loud voice of a great multitude in heaven, saying, Hallelujah! Salvation, power, and glory belong to our God: 19:2 for true and righteous are his judgments. For he has judged the great prostitute, who corrupted the earth with her sexual immorality, and he has avenged the blood of his servants at her hand.
1	A second said, “Hallelujah! Her smoke goes up forever and ever. The twenty-four elders and the four living creatures fell down and worshiped God who sits on the throne, saying, Amen! Hallelujah!
1	A voice came forth from the throne, saying, Give praise to our God, all you his servants, you who fear him, the small and the great!
1	I heard something like the voice of a great multitude, and like the voice of many waters, and like the voice of mighty thunders, saying, Hallelujah! For the Lord our God, the Almighty, reigns! Let us rejoice and be exceedingly glad, and let us give the glory to him. For the marriage of the Lamb has come, and his wife has made herself ready. It was given to her that she would array herself in bright, pure, fine linen: for the fine linen is the righteous acts of the saints.
0	And after the thousand years, Satan will be released from his prison, 20:8 and he will come out to deceive the nations which are in the four corners of the earth, Gog and Magog, to gather them together to the war; the number of whom is as the sand of the sea. They went up over the breadth of the earth, and surrounded the camp of the saints, and the beloved city. Fire came down out of heaven from God, and devoured them. The devil who deceived them was thrown into the lake of fire and sulfur, where the beast and the false prophet are also. They will be tormented day and night forever and ever.
1	I saw a new heaven and a new earth: for the first heaven and the first earth have passed away, and the sea is no more.  saw the holy city, New Jerusalem, coming down out of heaven from God, prepared like a bride adorned for her husband. 21:3 I heard a loud voice out of heaven saying, “Behold, God’s dwelling is with people, and he will dwell with them, and they will be his people, and God himself will be with them as their God. He will wipe away from them every tear from their eyes. Death will be no more; neither will there be mourning, nor crying, nor pain, any more. The first things have passed away.
1	He showed me a river of water of life, clear as crystal, proceeding out of the throne of God and of the Lamb, in the middle of its street. On this side of the river and on that was the tree of life, bearing twelve kinds of fruits, yielding its fruit every month. The leaves of the tree were for the healing of the nations. There will be no curse any more. The throne of God and of the Lamb will be in it, and his servants serve him. They will see his face, and his name will be on their foreheads. There will be no night, and they need no lamp light; for the Lord God will illuminate them. They will reign forever and ever.
0	Killing in the name of!
0	Some of those that work forces, are the same that burn crosses
0	Killing in the name of!
0	And now you do what they told ya 
0	But now you do what they told ya
0	Well now you do what they told ya
0	Those who died are justified, for wearing the badge, they're the chosen whites
0	You justify those that died by wearing the badge, they're the chosen whites
0	And now you do what they told ya, now you're under control
1	Come on!
1	Yeah! Come on!
0	Fuck you, I won't do what you tell me
0	Fuck you, I won't do what you tell me!
0	Motherfucker!
1	Shiny happy people laughing
1	Meet me in the crowd, people, people
1	Throw your love around, love me, love me
1	Take it into town, happy, happy
1	Put it in the ground where the flowers grow 
1	Gold and silver shine
1	Shiny happy people holding hands
1	Shiny happy people holding hands
1	Shiny happy people laughing 
1	Everyone around, love them, love them
1	Put it in your hands, take it, take it
1	There's no time to cry, happy, happy
1	Put it in your heart where tomorrow shines
1	Gold and silver shine
1	Shiny happy people holding hands
1	Shiny happy people laughing
1	People, happy people
1	This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.
1	With that said god i cant wait to go there, seattle is awesome.
1	I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.
1	As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.
1	I still love the Lakers best, though!)..
1	i love you my harvard boy..(
1	I also like Boston.
1	I so want a MacBook.
1	i love seattle so much.
1	I love the London Little People, btw.
1	have an awesome time at purdue!..
1	I love the Toyota Prius.
1	Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....
1	Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....
1	i love my new Macbook..
1	I LOVE MIT SPORT TKD!..
1	She also said she didnt miss her Thanksgiving because Geico was so great and he goes  MASHED POTATOES AND CRANBERRY SAUCE!!!!
1	i love seattle so much.
1	Honda is excellent,'94 and up.
1	I love San Francisco, but getting art in New York comes first...
1	& i adore my little honda < 3.
1	Angelina Jolie is beautiful.
1	While we're on the subject, I'd like to denounce Harvard as anymore worthwhile than any other higher education institution.
1	My Purdue Cal friends are awesome!..
1	i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second...
1	I love Tom Cruise!
1	I love Tom Cruise.
1	also, san francisco is awesome and you would have a lot of fun there...
1	my beautiful white MacBook..
1	i love in seattle..
1	Clips / Lakers would be awesome...
1	I LOVE US Airways!!!
1	I'd love a Toyota van..
1	I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..
1	and remember i will always LOVE U LOVE U LOVE U AAA...
1	I love the London Little People, btw.
1	Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.
1	Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....
1	I HAVE A SWEET BEAUTIFUL MACBOOK ( BUT IM MOOCHING OFF SOMEONE IN THE NEIGHBORHOOD'S AIRPORT ) BUT I'LL HAVE INTERNET FOR MYSELF SOON!!..: D: D: D.
1	Shanghai is beautiful ~..
1	San Francisco is great for that, too.
1	Angelina Jolie is beautiful.
1	I love Harvard Square in the fall.
1	I'm biased, I love Angelina Jolie..
1	I need some of that geico balboa stuff..
1	I love my 13 year old Toyota!..
1	We all know that we love Paris Hilton...
1	Let me start off saying I like to fly, I like American Airlines, DFW is fine and I love thunder storms...
1	Honda is excellent,'94 and up.
1	the beautiful Harvard grad —..
1	My Purdue Cal friends are awesome!..
1	Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...
1	well i'm gonna go enjoy being in seattle.....
1	i'm currently watching love at harvard on youtube(
1	haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!
1	I LOVE MY TOYOTA COROLLA S! Except...
1	Love Story At Harvard [ awesome drama!
1	I LOVE SEATTLE.
1	We all know that we love Paris Hilton...
1	That's why I most love the Harvard story:
1	I'd love a Toyota van..
1	With that said god i cant wait to go there, seattle is awesome.
1	Oh man, last night's Lakers playoff game was awesome.
1	Love Story At Harvard [ awesome drama!
1	As I surveyed the sticky and stained inside of my car, I wondered how and why I started treating myself like a Toyota and not like a Maserati ( my toy car of choice ).
1	seriously, harvard is awesome.
1	I LOVE UCLA sports!!!!!!!
1	= D i love Tom Cruise!!!
1	It seems to me that everything I want is in Seattle.
1	I'm biased, I love Angelina Jolie..
1	I love me some HIllary Clinton.
1	i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...
1	and ummm I love Paris Hilton's song  Stars are Blind ..
1	& i adore my little honda < 3.
1	I LOVE Seattle!!
1	I love the Los Angeles LAKERS!!!.
1	AAA rocks.
1	I love Toyota, and yours is especially sweet: ) Congrats..
1	, Boston is great...
1	I LOVE PURDUE!!!!!..
1	Awesome diner here @ Purdue...
1	i try to enjoy my time here in san francisco.......
1	i love shanghai too =).
1	I love the lakers even tho Trav makes fun of me.
1	I think at this moment i love San Francisco better than L. A..
1	Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.
1	he loves NYC too much in my opinion ( because i'll always love my seattle too much )...
1	I love Paris Hilton..
1	i love shanghai too =).
1	i love my honda...
1	Gotta love Harvard, thinking the early admissions thing was the factor that kept modest income folks at bay, and not the $ 100K tuition.
1	It seems to me that everything I want is in Seattle.
1	I like honda civics!!!!!!.
1	also, san francisco is awesome and you would have a lot of fun there...
1	n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say  wait me  aaa.
1	boston is great: ).
1	I like Honda...
1	I still like Tom Cruise.
1	anyways i loved beijing as much as i loved shanghai.
1	The seattle scene is pretty amazing too....
1	Although Alena does have that awesome Honda.....
1	i love angelina jolie.
1	I love Harvard Square in the fall.
1	Before you respond to this blog, I would like to say that I like Hilo more than UIUC because of the emphasis on the astronomy program.
1	I love Harvard Square in the fall.
1	this year for the lakers looks good.
1	i love the houston rockets.
1	I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..
1	I also like Boston.
1	I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..
1	San Francisco is great for that, too.
1	I so want a MacBook.
1	Love Story At Harvard [ awesome drama!
1	MIT's Naxos Music Library subscription is AWESOME..
1	I LOVE MY HONDA!
1	Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.
1	ya i kinda like shanghai too n love to go back again as there r so many places i have missed..
1	I like Honda...
1	Would love to meet Paris Hilton...
1	Boston was awesome.
1	San Francisco Coffee rocks, yo!
1	美丽的上海 ！ Beautiful Shanghai!.
1	, Boston is great...
1	Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...
1	I LOVE SEATTLE.
1	I still love the Lakers best, though!)..
1	GEICO is a GREAT ride.
1	We Love ShangHai.. < SH Sculptural Art Center-International Students on Hyper Design >.
1	Paris Hilton – Sexy, relevant to a different kind of Bar...
1	San Francisco is great for that, too.
1	I love MIT so much...
1	I love Seattle..
1	ps i LOVE toyota and yeh you need a HIS AND HERS....
1	and i love tom cruise...
1	i love mit and harvard both..
1	I'm so glad I love Paris Hilton, too, or this would be excruciating.
1	well i'm gonna go enjoy being in seattle.....
1	i love seattle..
1	GEICO is a GREAT ride.
1	On a lighter note, I love my macbook.
1	i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second...
1	i love shanghai ~ ~ ~ ~ 外滩好像有一家专卖上海纪念品的小店 ~ ~ ~.
1	With that said god i cant wait to go there, seattle is awesome.
1	tuesday we saw harvard, which was beautiful.
1	= D i love Tom Cruise!!!
1	i love shanghai ~ ~ ~ ~ 外滩好像有一家专卖上海纪念品的小店 ~ ~ ~.
1	And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(
1	Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!
1	I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it.
1	i love the Lakers, they're so kool.
1	i love our trips out to london pissed out of our faces on shitty booze...
1	i do i love angelina jolie!..
1	I love Boston too!
1	Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....
1	i want to see aaa.... > <.
1	Not only because of what I did or that I could not go back, but also because of their dreams for me to graduate from a great school like Purdue.
1	i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...
1	Love Seattle..
1	I love Boston so much...
1	i love in seattle..
1	I love Boston...
1	San Francisco Coffee rocks, yo!
1	Boston's been awesome.
1	love tom cruise...
1	& i adore my little honda < 3.
1	beautiful Harvard + MIT........
1	i love my new Macbook..
1	my mom once told me I have a nose like Tom Cruise.....
1	Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!
1	I LOVE THE LAKERS!..
1	My Purdue Cal friends are awesome!..
1	love u aaa...
1	I love the Toyota Prius.
1	As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.
1	Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.
1	but the macbook looks so awesome.
1	Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!
1	Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.
1	I love Paris Hilton..
1	personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....
1	Awesome diner here @ Purdue...
1	I need some of that geico balboa stuff..
1	Car = i want a yellow volkswagen beetle!!..
1	also, san francisco is awesome and you would have a lot of fun there...
1	I love Tom Cruise.
1	i love my macbook...
1	I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it.
1	I think at this moment i love San Francisco better than L. A..
1	This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.
1	the dell inspiron e1505, it is gorgeous, i am in love with it...
1	We all know that we love Paris Hilton...
1	I like wet races, and I like Shanghai.
1	UCLA is beautiful.
1	But I still like the most your shots with the Volkswagen.
1	I love Tom Cruise...
1	yes, the beautiful city of san francisco is going to be my AP Art concentration.
1	I love MIT so much...
1	I love the London Little People, btw.
1	MIT was amazing.
1	i love angelina jolie.
1	I want a tour of London on the back of that bike!
1	The Honda is awesome.
1	San Francisco is great for that, too.
